Name,X_Coordinate,Y_Coordinate,Population,Distance
City_163,87.66,28.29,437598,438.45
City_164,86.37,28.77,208749,397.68
City_165,83.54,26.95,868671,390.6
City_166,82.5,28.85,985960,374.7
City_167,85.82,28.22,108571,318.43
City_168,83.83,27.37,111291,78.48
City_169,85.62,27.05,493160,447.96
City_170,83.63,28.28,114920,105.07
City_171,88.65,29.55,378168,80.85
City_172,86.06,29.79,558390,86.1
City_173,84.21,28.33,580438,299.55
City_174,87.85,28.29,122158,241.41
City_175,82.9,27.89,585499,459.55
City_176,88.24,27.16,967645,55.57
City_177,86.93,28.15,542063,479.42
City_178,80.64,26.37,200868,400.86
City_179,80.3,28.31,403816,336.45
City_180,82.95,27.86,566865,253.27
City_181,85.66,28.38,471044,451.51
City_182,80.01,26.14,93695,59.55
City_183,84.88,26.13,150334,96.14
City_184,88.53,28.39,242468,315.02
City_185,84.41,27.13,508296,127.52
City_186,84.99,27.02,981690,379.02
City_187,84.81,27.02,75085,368.31
City_188,80.84,27.81,736872,269.96
City_189,88.2,26.11,767612,31.21
City_190,82.28,28.12,854029,473.41
City_191,85.16,28.95,911031,3.25
City_192,83.52,28.39,965465,456.57
City_193,80.13,29.24,279591,320.27
City_194,83.57,27.0,669944,423.65
City_195,87.8,29.84,43723,298.23
City_196,84.55,26.55,233254,495.61
City_197,83.6,29.85,895756,152.54
City_198,85.45,29.73,578948,439.6
City_199,88.66,29.86,845725,185.12
City_200,88.37,28.61,540523,95.87
City_201,87.9,28.17,902855,196.47
City_202,82.48,29.72,254585,137.23
City_203,86.43,26.44,730600,156.52
City_204,82.98,27.12,501359,336.11
City_205,85.48,27.72,752653,162.25
City_206,86.64,29.05,216362,223.76
City_207,88.85,27.71,453181,481.85
City_208,88.59,26.71,65661,169.15
City_209,80.93,26.75,64282,156.81
City_210,87.6,27.93,537640,303.11
City_211,87.99,28.33,632742,451.71
City_212,86.42,27.82,218391,455.57
City_213,84.74,28.59,135316,113.34
City_214,84.51,28.75,972962,76.48
City_215,81.73,29.05,949991,276.34
City_216,85.27,29.71,88628,332.35
City_217,80.13,27.09,527194,417.54
City_218,83.82,26.46,698106,443.7
City_219,80.1,28.82,592175,104.39
City_220,81.84,27.3,377058,156.69
City_221,80.55,27.82,880102,119.98
City_222,85.84,29.38,68293,233.39
City_223,82.01,27.36,709194,184.69
City_224,86.01,26.46,657635,54.34
City_225,88.09,29.36,602151,252.93
City_226,83.54,28.45,790233,80.37
City_227,84.23,28.82,412783,82.8
City_228,81.35,26.67,382069,53.19
City_229,85.31,26.2,629662,490.18
City_230,88.23,29.02,361423,161.38
City_231,86.61,28.75,762717,371.22
City_232,86.8,27.3,231114,383.88
City_233,88.98,26.61,495443,365.25
City_234,80.21,28.0,338171,480.34
City_235,84.59,27.7,601897,156.0
City_236,86.84,26.63,976727,25.47
City_237,83.36,29.68,798021,146.21
City_238,83.51,26.59,378621,150.51
City_239,88.14,26.95,215688,90.43
City_240,86.08,29.18,574925,70.22
City_241,87.03,29.77,275182,40.14
City_242,87.61,26.33,965319,63.75
City_243,87.77,26.15,896289,179.34
City_244,81.44,27.74,300976,169.82
City_245,88.51,26.21,44834,252.9
City_246,81.12,28.2,19839,72.8
City_247,82.83,26.55,646111,495.16
City_248,80.75,28.37,20728,427.06
City_249,84.5,27.39,450897,253.48
City_250,88.88,26.58,808279,479.89
City_251,88.73,26.78,242650,337.74
City_252,81.77,27.88,865398,279.11
City_253,83.39,27.06,632309,8.42
City_254,82.2,28.31,746537,37.83
City_255,80.29,27.48,84865,65.51
City_256,83.12,29.57,698597,253.69
City_257,83.2,26.78,680852,404.28
City_258,83.21,26.3,935290,227.57
City_259,82.68,27.0,552539,323.03
City_260,82.64,29.84,714786,280.87
City_261,83.96,26.4,248248,227.73
City_262,86.18,28.34,424134,102.34
City_263,81.64,29.16,281440,305.1
City_264,85.4,28.98,622408,378.7
City_265,86.03,27.35,659817,361.56
City_266,86.76,29.08,437872,4.16
City_267,80.12,28.11,204653,292.55
City_268,80.45,27.01,678020,39.92
City_269,83.48,27.55,847274,158.1
City_270,86.25,26.74,883852,51.63
City_271,86.14,26.42,590947,250.2
City_272,81.16,28.61,593864,459.64
City_273,87.43,28.78,523375,227.74
City_274,88.59,26.74,273244,124.1
City_275,83.58,27.88,414650,315.59
City_276,87.42,28.7,943030,263.44
City_277,88.65,29.79,996441,297.16
City_278,86.44,26.58,364556,423.77
City_279,86.01,28.34,136459,134.33
City_280,80.48,27.48,258461,124.55
City_281,88.73,26.62,724561,411.15
City_282,82.3,27.23,113289,233.41
City_283,87.95,29.29,741562,477.33
City_284,80.31,26.54,705086,382.76
City_285,86.19,26.87,685210,143.74
City_286,83.25,29.6,947031,191.12
City_287,81.32,26.87,398860,479.97
City_288,80.46,26.96,999434,244.4
City_289,86.73,28.27,315455,254.02
City_290,81.29,28.52,235517,212.11
City_291,83.59,26.91,401092,163.66
City_292,85.51,29.43,274572,463.38
City_293,87.8,29.15,70023,495.06
City_294,84.31,29.89,139217,275.46
City_295,86.34,28.72,165394,148.58
City_296,81.41,27.56,684352,108.21
City_297,82.72,29.38,138291,420.66
City_298,80.16,28.77,412410,158.36
City_299,82.12,27.25,339544,69.94
City_300,82.2,27.32,780545,203.83
City_301,84.09,26.44,401183,125.1
City_302,80.36,28.4,180854,467.59
City_303,85.24,26.73,987455,424.57
City_304,84.48,27.32,892795,348.46
City_305,85.03,27.64,574632,364.39
City_306,83.97,26.41,857673,44.07
City_307,86.01,29.47,343172,499.18
City_308,81.07,28.33,524602,123.43
City_309,82.54,28.1,367064,172.19
City_310,82.72,26.15,848745,235.35
City_311,80.67,29.31,206237,473.7
City_312,83.94,27.83,532221,275.33
City_313,88.94,26.64,370489,253.31
City_314,85.79,29.58,476896,191.05
City_315,83.78,29.91,132747,355.03
City_316,81.35,29.25,385523,270.25
City_317,88.29,29.35,178190,384.78
City_318,84.11,29.83,895564,7.43
City_319,84.81,27.64,681607,268.78
City_320,82.78,28.31,598023,453.91
City_321,88.97,26.36,383163,239.12
City_322,83.09,27.5,829805,387.15
City_323,84.82,26.74,17718,205.98
City_324,86.41,27.82,583294,133.55
City_325,85.87,26.31,914599,244.98
City_326,85.38,28.11,413324,377.79
City_327,84.91,29.69,141440,218.88
City_328,86.35,29.45,415315,284.86
City_329,84.72,28.81,174549,444.35
City_330,82.61,27.63,316237,210.47
City_331,88.39,26.45,133548,223.73
City_332,88.11,29.98,264575,376.75
City_333,81.53,26.63,724129,26.2
City_334,88.47,29.04,36505,430.01
City_335,85.42,27.74,706697,383.1
City_336,88.69,28.82,343793,168.32
City_337,82.49,28.41,370731,61.86
City_338,85.71,26.13,513066,152.93
City_339,82.53,27.05,710512,130.08
City_340,83.16,27.37,612637,316.9
City_341,86.96,26.33,304286,239.61
City_342,87.09,29.49,13121,51.4
City_343,80.73,28.14,554921,108.12
City_344,80.65,27.58,405345,9.53
City_345,86.69,27.09,104529,195.81
City_346,82.11,28.43,138553,485.72
City_347,83.85,28.95,675400,236.53
City_348,82.22,26.15,799929,317.47
City_349,84.79,26.19,110377,57.08
City_350,88.57,29.64,943697,463.45
City_351,80.97,29.06,806152,397.83
City_352,87.09,27.6,720481,266.83
City_353,88.06,27.74,653764,388.0
City_354,88.66,29.13,251130,29.9
City_355,88.33,29.45,626586,18.16
City_356,82.1,27.81,297451,347.35
City_357,85.37,26.36,572371,235.66
City_358,84.58,28.11,148973,229.08
City_359,85.08,28.65,651539,132.11
City_360,88.66,26.66,383602,29.03
City_361,87.45,29.05,116544,405.53
City_362,83.5,27.42,773980,107.71
City_363,83.32,29.8,240741,366.89
City_364,88.96,26.44,609324,165.34
City_365,80.45,27.85,17643,437.2
City_366,80.76,28.84,427452,392.99
City_367,84.91,28.8,730244,155.68
City_368,85.61,29.2,937580,171.53
City_369,87.29,26.75,696181,430.17
City_370,83.38,29.19,73927,157.82
City_371,84.22,27.83,942033,360.02
City_372,87.19,27.39,293358,344.56
City_373,87.47,27.18,18780,316.54
City_374,85.91,28.18,742349,112.32
City_375,80.13,28.61,614053,280.19
City_376,88.4,29.18,709805,498.67
City_377,80.56,26.43,795698,33.5
City_378,83.01,28.93,903340,432.18
City_379,82.39,26.47,147153,43.64
City_380,83.2,26.12,480799,41.58
City_381,80.38,28.26,754972,140.59
City_382,88.41,29.05,913651,5.84
City_383,81.78,29.3,50709,496.46
City_384,81.75,26.42,300183,291.31
City_385,88.29,26.59,125126,1.97
City_386,88.52,28.7,13675,154.09
City_387,86.02,29.89,895300,44.48
City_388,86.89,27.74,88251,288.32
City_389,85.95,29.05,366999,227.15
City_390,81.47,29.63,723280,48.75
City_391,80.51,29.49,634643,176.21
City_392,80.53,26.15,610900,481.78
City_393,87.62,27.01,457774,35.25
City_394,80.12,29.75,27663,221.88
City_395,87.41,27.68,800889,74.28
City_396,82.98,27.05,321555,272.31
City_397,85.67,26.41,638215,109.74
City_398,87.37,28.03,915189,412.46
City_399,83.78,27.72,843862,274.04
City_400,86.37,27.89,272767,145.23
City_401,82.01,27.36,723735,308.35
City_402,83.19,27.76,223187,79.95
City_403,88.3,29.82,899322,8.12
City_404,80.77,26.13,109593,400.18
City_405,80.98,28.63,437838,271.98
City_406,85.61,27.18,592161,405.5
City_407,87.52,29.19,240750,394.57
City_408,82.95,26.18,972477,23.1
City_409,84.73,28.02,339710,162.88
City_410,81.87,28.69,576146,87.07
City_411,87.31,29.4,545978,318.87
City_412,80.39,27.18,551583,488.22
City_413,84.94,28.2,112688,260.21
City_414,82.3,29.43,162343,14.77
City_415,87.74,28.97,735532,36.46
City_416,82.93,28.41,723094,346.15
City_417,82.97,27.84,184224,339.31
City_418,88.6,27.79,66312,277.75
City_419,82.05,29.11,16474,110.68
City_420,85.57,29.09,379032,42.65
City_421,86.66,26.9,572204,365.71
City_422,88.08,28.05,453798,299.1
City_423,88.36,26.25,641757,191.64
City_424,87.82,29.02,133037,425.24
City_425,88.47,27.91,187810,316.59
City_426,81.81,28.38,187018,473.51
City_427,88.94,29.68,98516,411.4
City_428,81.07,28.58,113835,329.14
City_429,88.22,27.68,517901,387.05
City_430,80.9,26.18,166818,318.7
City_431,88.83,29.45,134995,271.13
City_432,88.25,26.01,364471,50.54
City_433,86.65,28.03,593389,155.6
City_434,81.87,26.43,959825,12.46
City_435,82.93,29.81,666623,31.72
City_436,87.59,28.04,135424,286.26
City_437,83.58,27.22,226731,319.79
City_438,87.66,29.96,925780,123.58
City_439,82.03,27.21,893478,60.9
City_440,82.49,26.25,836572,277.77
City_441,86.34,28.68,735668,109.64
City_442,85.62,26.9,657036,304.12
City_443,87.51,27.5,818498,372.02
City_444,86.65,28.9,292055,238.16
City_445,80.94,29.51,533729,51.81
City_446,80.91,27.96,265229,99.75
City_447,82.95,29.74,637485,180.7
City_448,85.02,29.44,549761,154.86
City_449,85.95,28.1,222416,178.32
City_450,88.62,29.36,786030,279.1
City_451,82.04,28.96,128676,327.7
City_452,84.39,29.99,603749,338.84
City_453,81.99,29.09,551779,489.01
City_454,87.76,26.67,932460,207.81
City_455,83.16,28.75,174006,268.46
City_456,81.28,29.74,509152,209.03
City_457,88.99,27.14,46013,396.77
City_458,88.1,28.59,736630,386.61
City_459,88.42,27.59,774464,307.82
City_460,82.92,28.02,314699,304.51
City_461,87.36,26.42,100438,73.59
City_462,88.52,29.17,53579,282.05
City_463,88.29,28.02,124920,434.25
City_464,85.23,26.26,289477,239.02
City_465,87.72,27.84,626935,462.36
City_466,87.91,29.04,669728,215.67
City_467,88.05,27.55,379166,41.56
City_468,88.4,27.09,199639,405.88
City_469,82.34,26.71,12545,406.46
City_470,84.12,29.58,774171,477.5
City_471,83.49,26.66,392845,269.49
City_472,88.14,28.96,972915,61.78
City_473,83.23,28.27,173895,15.47
City_474,82.22,26.63,857826,172.99
City_475,83.73,28.07,466131,135.19
City_476,83.05,26.03,877150,98.64
City_477,86.05,28.06,184359,148.4
City_478,82.91,27.81,933224,206.17
City_479,82.36,29.89,726979,156.61
City_480,87.45,28.3,103426,50.96
City_481,86.3,27.78,693857,313.67
City_482,85.2,28.7,409722,70.11
City_483,81.72,26.75,616632,191.14
City_484,83.04,29.48,453350,299.6
City_485,82.05,28.39,400279,222.11
City_486,83.88,29.92,813594,324.53
City_487,80.83,29.31,110025,284.43
City_488,87.19,27.61,651127,46.49
City_489,81.96,26.69,656073,294.76
City_490,85.97,26.07,576600,223.86
City_491,81.14,28.58,897435,469.22
City_492,87.58,28.16,529535,438.96
City_493,88.61,27.73,209073,135.35
City_494,81.12,28.69,265779,425.43
City_495,82.45,27.56,566304,211.66
City_496,85.19,27.54,112573,135.35
City_497,87.67,26.48,98921,43.55
City_498,85.34,29.58,493337,137.8
City_499,81.83,28.95,947946,199.72
City_500,82.73,27.64,918930,283.71
City_501,85.17,26.43,595304,165.32
City_502,80.93,29.96,10061,381.87
City_503,84.9,29.54,349470,183.92
City_504,82.07,29.39,809831,415.42
City_505,82.09,27.37,653567,66.01
City_506,88.59,26.0,432039,362.54
City_507,84.17,28.14,425681,418.85
City_508,82.96,26.93,761935,57.23
City_509,84.04,28.49,838843,472.66
City_510,85.71,26.53,26124,107.37
City_511,82.52,26.52,175830,460.28
City_512,83.92,27.21,16522,179.86
City_513,80.96,29.78,155010,215.25
City_514,80.8,26.69,312591,118.89
City_515,84.84,29.49,875732,444.73
City_516,88.07,28.28,693775,256.33
City_517,83.76,27.01,726061,343.37
City_518,82.7,28.32,315914,190.86
City_519,86.57,26.4,195792,439.76
City_520,87.09,26.3,225155,146.82
City_521,86.4,27.92,948444,450.66
City_522,87.42,28.91,958953,71.89
City_523,88.73,28.51,924645,420.68
City_524,80.97,29.61,711420,385.32
City_525,80.35,28.8,949415,282.77
City_526,85.74,29.45,241998,431.32
City_527,83.3,27.07,502941,273.45
City_528,86.69,26.96,291349,246.52
City_529,82.02,29.99,420795,477.77
City_530,80.04,28.06,887613,109.96
City_531,87.9,29.08,18555,489.98
City_532,86.41,26.3,415501,378.83
City_533,81.58,28.68,504781,139.03
City_534,80.23,28.68,525078,289.28
City_535,88.94,29.8,162408,88.67
City_536,81.77,29.23,624727,374.46
City_537,82.27,26.29,526352,225.46
City_538,85.01,26.87,787652,303.23
City_539,88.76,28.03,335028,410.44
City_540,86.05,26.72,157629,59.39
City_541,87.74,28.44,319286,404.5
City_542,86.92,28.01,504803,170.75
City_543,83.36,27.95,86480,209.99
City_544,88.9,26.35,450226,390.12
City_545,82.37,29.88,473977,160.43
City_546,81.01,28.2,481365,350.2
City_547,84.49,29.26,451157,55.85
City_548,84.48,26.29,359422,357.58
City_549,84.95,28.35,712956,202.57
City_550,86.33,26.28,793044,143.31
City_551,80.66,27.72,803474,402.13
City_552,84.82,26.54,168823,404.86
City_553,88.3,28.48,367798,99.25
City_554,88.09,29.46,680769,261.36
City_555,84.64,27.01,497170,246.16
City_556,80.32,27.31,724711,39.38
City_557,80.76,26.5,426971,233.95
City_558,80.07,29.48,577336,106.4
City_559,81.89,26.54,635614,235.08
City_560,81.19,28.84,804238,277.73
City_561,87.37,26.63,395301,10.06
City_562,84.0,29.07,220996,127.1
City_563,80.3,26.89,844169,241.28
City_564,82.0,26.65,253053,75.69
City_565,82.88,26.06,913139,421.33
City_566,87.72,27.07,30836,390.94
City_567,86.2,28.88,146214,68.69
City_568,85.62,29.27,577179,87.38
City_569,82.48,26.3,883879,391.55
City_570,85.7,27.21,636360,179.53
City_571,87.77,29.56,475387,170.85
City_572,82.41,26.2,507100,89.18
City_573,86.53,28.6,974188,163.54
City_574,81.69,26.37,777764,300.45
City_575,80.35,26.86,855912,176.3
City_576,82.04,28.56,912953,45.43
City_577,83.16,28.81,287655,446.35
City_578,86.27,29.05,992189,377.75
City_579,86.36,28.47,352443,325.71
City_580,82.21,28.56,669601,164.36
City_581,86.55,28.75,960811,314.88
City_582,87.35,26.1,708054,244.57
City_583,80.43,27.84,625942,432.48
City_584,83.08,29.34,547881,400.84
City_585,81.03,29.38,922236,30.03
City_586,84.35,28.48,664577,68.11
City_587,81.87,28.42,306926,460.28
City_588,80.34,27.39,247559,177.08
City_589,80.89,29.46,178963,495.88
City_590,81.57,26.6,91333,65.79
City_591,84.09,26.63,580413,198.3
City_592,85.02,28.77,662837,479.97
City_593,81.27,27.34,694592,41.99
City_594,86.05,29.25,414539,240.14
City_595,85.05,28.95,643147,169.38
City_596,80.02,28.53,770286,493.24
City_597,84.49,28.55,635087,480.14
City_598,81.91,28.58,587721,86.74
City_599,85.13,27.91,291601,299.68
City_600,83.4,28.24,15620,82.49
City_601,83.49,29.54,471057,304.34
City_602,87.35,27.08,822936,76.29
City_603,85.64,28.2,141423,245.49
City_604,88.26,27.59,150072,445.47
City_605,82.03,27.0,863637,131.91
City_606,88.45,29.83,95401,111.08
City_607,80.08,28.25,119660,50.38
City_608,85.05,28.54,261936,106.05
City_609,81.58,26.82,234770,433.15
City_610,83.52,29.04,402510,16.43
City_611,81.73,27.43,664839,130.75
City_612,81.25,27.51,772339,85.89
City_613,85.98,29.62,605706,233.86
City_614,85.9,28.83,974966,42.56
City_615,88.74,27.28,861296,94.41
City_616,85.72,29.61,275515,383.91
City_617,83.55,29.51,748984,147.81
City_618,84.08,29.37,498968,205.4
City_619,83.61,27.29,512974,451.4
City_620,83.41,27.96,643793,206.82
City_621,86.93,26.09,744293,233.17
City_622,81.98,29.46,969375,41.8
City_623,87.89,26.23,463977,158.71
City_624,86.0,26.09,111634,279.66
City_625,84.38,26.84,190280,457.99
City_626,82.35,28.5,232537,311.24
City_627,85.99,27.03,467859,295.69
City_628,82.75,29.13,106373,258.63
City_629,82.22,27.21,974716,70.22
City_630,83.72,26.3,449987,128.69
City_631,82.31,27.17,581263,475.5
City_632,80.31,28.73,174395,489.81
City_633,86.16,28.31,574202,181.72
City_634,84.3,26.46,784425,143.56
City_635,87.66,26.21,597213,220.27
City_636,82.01,29.44,164467,33.74
City_637,84.25,27.41,839318,312.98
City_638,80.36,28.52,961271,328.22
City_639,87.1,28.65,839013,51.8
City_640,84.63,26.97,706775,219.37
City_641,80.97,28.71,551311,135.01
City_642,84.52,28.24,945640,380.45
City_643,84.7,27.55,132769,275.01
City_644,84.88,27.97,911475,240.88
City_645,86.06,28.63,407606,406.6
City_646,84.76,27.43,178114,442.69
City_647,81.11,26.04,76457,121.44
City_648,84.1,26.58,227962,154.41
City_649,87.23,27.84,831088,45.09
City_650,83.75,28.06,374506,42.23
City_651,87.46,29.39,976266,345.21
City_652,84.0,27.17,118954,364.51
City_653,83.76,26.7,477535,208.99
City_654,83.85,27.21,748741,427.8
City_655,88.06,27.22,520543,324.59
City_656,88.03,26.67,738533,59.93
City_657,85.74,27.16,973064,474.36
City_658,80.84,27.02,691904,199.54
City_659,82.54,26.72,991699,241.74
City_660,82.15,28.79,978531,177.07
City_661,88.32,27.17,503669,446.49
City_662,87.69,28.52,67288,53.19
City_663,81.18,27.86,813722,296.17
City_664,88.6,27.37,287986,396.3
City_665,87.86,29.82,733220,412.26
City_666,85.36,28.94,26449,2.11
City_667,85.26,26.83,578325,38.29
City_668,85.57,26.51,190843,177.01
City_669,86.55,29.52,298844,348.32
City_670,82.81,26.19,921021,360.11
City_671,87.03,29.04,738417,447.17
City_672,88.84,28.5,218972,360.81
City_673,82.99,28.87,106785,228.71
City_674,81.63,29.14,188688,281.47
City_675,80.59,26.96,79411,265.83
City_676,84.89,27.32,223437,61.55
City_677,85.3,26.06,373449,369.74
City_678,87.93,28.35,892495,455.52
City_679,80.76,27.9,43152,252.15
City_680,85.52,28.85,535820,336.68
City_681,87.64,28.73,107941,476.22
City_682,81.62,27.91,909080,255.18
City_683,83.56,29.17,999061,243.82
City_684,88.64,26.52,495829,274.67
City_685,82.37,26.15,602814,438.35
City_686,86.48,26.34,292621,236.18
City_687,88.68,27.51,256802,457.74
City_688,84.4,29.45,665879,58.4
City_689,83.13,29.81,154180,172.26
City_690,84.39,27.04,795803,267.42
City_691,83.33,27.38,450148,161.26
City_692,81.43,29.22,603151,13.43
City_693,85.94,28.09,430768,34.45
City_694,88.22,26.27,794090,498.01
City_695,83.22,27.73,821085,441.66
City_696,86.31,26.48,297441,172.47
City_697,87.3,29.66,839643,230.59
City_698,86.88,27.47,159681,371.38
City_699,81.18,26.32,143471,18.26
City_700,82.91,26.08,726061,183.83
City_701,88.76,27.87,500863,215.02
City_702,88.88,28.07,82810,471.84
City_703,86.86,26.61,506126,195.72
City_704,82.49,26.89,291691,168.54
City_705,81.93,27.06,535360,265.28
City_706,85.23,27.32,934722,226.79
City_707,88.78,28.13,501395,393.64
City_708,83.0,29.83,772118,207.81
City_709,82.3,26.85,876925,197.38
City_710,88.12,26.57,337504,396.33
City_711,84.12,26.54,725684,129.24
City_712,87.55,29.13,966154,461.14
City_713,81.9,28.66,576792,172.91
City_714,80.53,29.91,212835,115.01
City_715,87.1,28.22,822799,376.18
City_716,88.02,28.94,357374,403.51
City_717,81.71,26.32,102111,187.36
City_718,81.88,26.13,318524,135.38
City_719,80.82,26.98,43382,300.77
City_720,88.2,26.85,456859,264.04
City_721,84.01,26.97,251691,462.72
City_722,85.9,26.76,180646,314.25
City_723,88.29,28.4,498316,299.62
City_724,87.37,29.26,582591,489.16
City_725,87.2,26.24,284212,286.33
City_726,87.32,29.35,931326,494.0
City_727,80.15,26.49,524158,277.14
City_728,85.86,29.87,546924,494.77
City_729,86.44,27.68,633620,438.11
City_730,82.81,26.22,864443,367.55
City_731,88.99,27.27,246705,261.85
City_732,88.34,27.11,448064,402.82
City_733,88.28,26.51,480625,459.96
City_734,82.06,28.88,786782,394.23
